ID,Name,Start Date,End Date,Termination Type,Department,Location
82405067,April Wiley,2019-12-01,2023-05-28,Involuntary,Sales,"Philadelphia, PA"
57527433,Michael Gonzales,2019-11-21,2022-03-03,Involuntary,Engineering,"San Diego, CA"
67259614,Wayne Robinson,2022-09-29,2023-05-08,Voluntary,Marketing,Dallas (TX)
74204256,Katherine Greene,2020-12-02,,,IT,California - San Jose
30277198,Michael Evans,2023-12-13,2023-12-21,Voluntary,IT,California - San Jose
78567057,Aaron Mayer,2019-01-17,,,Engineering,IL - Chicago
10618224,Evelyn Dunn,2021-03-11,2023-05-06,Involuntary,Customer Service,"San Jose, CA"
38456544,Anthony Brown,2021-12-18,,,IT,Los Angeles (CA)
64188959,Cody Thompson,2022-11-13,,,Sales,Dallas (TX)
94030281,Patrick Rios,2023-01-18,,,Customer Service,San Antonio (Texas)
13920138,Stacey Stone,2021-10-20,,,Customer Service,San Jose (California)
41373736,Katie Mcneil,2021-03-27,2022-08-16,Involuntary,Marketing,"Phoenix, AZ"
79680505,Deanna Webb,2022-07-26,,,Customer Service,San Antonio (TX)
35899537,Mrs. Nancy Schaefer,2020-06-14,,,Customer Service,"Phoenix, Arizona"
36390818,Rita Graves,2020-05-18,,,IT,TX - Houston
57722253,Michelle Burton,2021-05-11,,,IT,"Chicago, IL"
61585594,Joseph Conway,2023-02-16,2023-06-18,Voluntary,Accounting,San Antonio (TX)
54830301,Amanda Hill,2021-05-02,,,Accounting,"New York, NY"
69306248,Cassidy Bailey,2023-01-09,2023-03-27,Involuntary,IT,"Dallas, TX"
95347797,William Gordon,2022-03-05,2023-01-22,Involuntary,Customer Service,"Phoenix, AZ"
07130628,William Edwards,2019-05-10,2023-10-15,Involuntary,Accounting,Philadelphia (PA)
78891301,Timothy Olson,2021-08-18,2021-09-10,Involuntary,Marketing,Phoenix (Arizona)
27102822,Joseph Jenkins,2021-05-12,,,Marketing,"San Diego, California"
14330161,Elizabeth Travis,2019-02-24,2020-01-20,Involuntary,Sales,"San Jose, California"
30094590,Samuel Wong,2021-09-26,,,Customer Service,Texas - Dallas
28036619,Alex Jones DVM,2019-06-19,,,Engineering,"San Diego, California"
75495760,Amber Ross,2019-01-15,2022-06-21,Involuntary,Engineering,"Dallas, Texas"
44230341,Michelle Wilson,2019-10-27,,,IT,"Philadelphia, PA"
00744213,Martha Bailey,2021-12-30,2022-11-16,Voluntary,IT,San Diego (CA)
36414663,Patrick Huerta,2020-01-31,,,Sales,Texas - Houston
07543818,Richard Brewer,2023-12-19,2023-12-25,Voluntary,Engineering,"San Antonio, TX"
34271681,Debra Lee,2021-02-21,,,Engineering,"San Jose, CA"
66176081,Terry Owens,2022-05-05,,,IT,Los Angeles (California)
43091710,Kara Hernandez,2020-11-03,,,Accounting,San Diego (California)
46047143,Alexander Diaz,2023-01-29,2023-06-26,Voluntary,IT,"Phoenix, AZ"
13035126,Chris Martin,2023-06-30,,,Customer Service,"Philadelphia, PA"
35186709,Wayne Wolfe,2019-02-25,2023-10-22,Voluntary,Engineering,Houston (TX)
97598948,William Giles,2022-12-31,,,Marketing,"San Antonio, TX"
29158088,Steven Scott,2021-08-02,2023-06-08,Voluntary,Engineering,Philadelphia (PA)
16081423,Richard Riley,2021-02-26,,,Sales,CA - San Diego
29891164,Meagan West,2021-09-15,,,Accounting,AZ - Phoenix
77590291,Joshua Johnson,2020-08-20,2023-12-15,Voluntary,Marketing,"Phoenix, Arizona"
83935293,Leslie Case,2023-07-25,2023-11-13,Voluntary,Marketing,"Philadelphia, Pennsylvania"
77066248,Ashley Morris,2023-05-14,,,Customer Service,"Philadelphia, Pennsylvania"
00819506,Adrian Dean,2019-09-11,2020-05-22,Voluntary,Sales,"Houston, Texas"
34681438,Patrick Mason,2022-03-19,2022-05-26,Involuntary,Customer Service,New York (NY)
93463086,Robert Reese,2021-01-24,,,Sales,Texas - San Antonio
14710879,Dan Johnson,2022-07-16,2023-03-05,Involuntary,Marketing,Los Angeles (California)
68574831,Donald Cole,2019-08-19,2020-11-07,Voluntary,Engineering,"Chicago, Illinois"
42358554,Sean White,2022-03-04,,,IT,"Philadelphia, PA"
86960450,Olivia Russell,2023-07-29,,,Marketing,"San Jose, California"
05875685,Patricia Hayes,2019-08-07,2020-04-20,Involuntary,Customer Service,Texas - Houston
17927299,Erin Figueroa,2020-08-12,,,Engineering,"Philadelphia, PA"
41701150,James Hart,2022-12-08,2023-05-21,Voluntary,IT,San Jose (CA)
00889015,Michael Gutierrez,2021-06-29,,,Accounting,Los Angeles (CA)
61147473,Alex Steele,2022-12-12,2022-12-27,Involuntary,IT,"Philadelphia, PA"
03940130,Andrew Medina,2019-10-15,,,Customer Service,NY - New York
96904387,Erica Huang,2022-01-14,,,Engineering,Arizona - Phoenix
16301181,Lance Macdonald DVM,2021-06-09,,,IT,"Philadelphia, Pennsylvania"
33315362,Wayne Brown,2020-09-26,,,IT,"Philadelphia, Pennsylvania"
88911719,Kristen Burns,2021-02-08,,,Accounting,Houston (Texas)
39172996,Mr. Thomas Thompson,2020-08-09,,,Sales,"New York, NY"
19741210,Mrs. Valerie Ramirez,2020-01-05,2022-07-20,Involuntary,Accounting,Chicago (Illinois)
35248952,Brooke Ramirez,2021-09-14,,,IT,Dallas (TX)
74420439,Martin Cox,2023-12-10,,,Customer Service,Dallas (Texas)
03576521,Danielle Mcdaniel,2021-02-22,2023-04-19,Involuntary,Accounting,"New York, NY"
05864299,Rachel Jones,2020-05-09,2022-07-26,Voluntary,Customer Service,"San Jose, California"
52938642,Perry Black,2019-01-26,2020-10-30,Involuntary,Customer Service,Philadelphia (Pennsylvania)
23889704,Andrew Dominguez,2023-04-28,2023-10-28,Involuntary,Engineering,Houston (Texas)
48429639,Deborah Webb,2023-10-31,2023-12-15,Involuntary,Engineering,New York (NY)
69429970,Susan Johnson,2022-05-04,2023-09-08,Involuntary,IT,Phoenix (AZ)
57392301,Katherine Miller,2021-04-03,,,Engineering,"Chicago, IL"
23244152,Donald Peterson,2021-12-11,,,Marketing,"San Antonio, TX"
73085161,Rachel Martin,2020-07-30,,,Marketing,"San Diego, CA"
12120247,Mercedes Miller,2020-12-25,2021-12-22,Voluntary,Engineering,"Dallas, Texas"
81745322,Derek Williams,2020-05-16,,,Sales,"San Diego, California"
12862543,Kelly Harris,2023-08-15,,,Accounting,"San Jose, CA"
48155057,Andrea King,2019-06-29,,,IT,Los Angeles (California)
78306843,Shelby Gentry,2023-05-20,2023-06-12,Voluntary,Marketing,"Los Angeles, California"
18337368,Thomas Mills,2022-08-16,2023-04-23,Voluntary,Accounting,"Phoenix, Arizona"
84187050,Anna Estes,2019-02-04,,,Marketing,"Chicago, Illinois"
87393187,Lori Riley,2020-04-18,2023-09-11,Involuntary,Engineering,"Houston, Texas"
90495429,Sherry Cox,2021-03-10,,,Engineering,San Diego (CA)
98558703,Christopher King,2020-01-11,,,Engineering,"Phoenix, Arizona"
02179996,David Davis,2019-02-14,,,Accounting,San Jose (California)
10555834,Benjamin Duncan,2023-11-08,,,Customer Service,"San Antonio, TX"
96960709,Lance Rose,2022-01-14,,,Engineering,Phoenix (Arizona)
49629264,Bryan Monroe,2021-05-14,,,Engineering,Dallas (TX)
75031959,Richard Smith,2021-05-06,2023-01-10,Involuntary,Customer Service,"San Diego, California"
55938670,April Schneider,2022-09-07,,,IT,"Philadelphia, PA"
13677773,Jorge Davis,2022-08-04,2023-08-09,Voluntary,Accounting,San Jose (CA)
61586054,April Frost,2019-12-07,2023-10-07,Voluntary,Marketing,New York - New York
83926372,Robert Oconnell,2019-11-23,2023-11-08,Voluntary,Engineering,"San Jose, California"
95763518,Jose Ramsey,2021-07-07,2023-05-26,Voluntary,IT,San Antonio (TX)
89031247,Angelica Lopez,2023-11-02,,,Customer Service,New York (NY)
55608318,Luke Sampson,2020-05-03,,,Accounting,"Philadelphia, Pennsylvania"
06497382,Jennifer Hernandez,2022-09-17,,,Sales,Philadelphia (Pennsylvania)
96816513,Brenda Nicholson,2020-03-18,2021-09-01,Involuntary,IT,San Antonio (TX)
21257158,Heidi Brown,2021-11-21,,,Engineering,Chicago (Illinois)
77545285,Tyler Williams,2022-05-12,,,Engineering,"Philadelphia, Pennsylvania"
23386930,Danielle Jones,2019-11-30,2023-03-12,Voluntary,IT,"Los Angeles, California"
82688323,Jodi Lewis,2019-04-07,2020-07-03,Involuntary,Marketing,"Houston, TX"
56249703,Jennifer Taylor,2023-08-07,2023-10-26,Involuntary,IT,TX - San Antonio
14471005,Christina Fletcher,2023-02-10,,,Sales,New York (New York)
17013244,Frank Wheeler,2021-03-08,,,IT,"Los Angeles, California"
40177238,Lauren Howell,2022-10-28,2023-09-18,Voluntary,Accounting,New York (New York)
55256329,Kimberly Lee,2022-01-05,,,Sales,"Dallas, TX"
56207741,Robert Mccoy,2019-02-13,,,Customer Service,"San Antonio, Texas"
06721651,Rose Mclaughlin,2022-05-25,2022-06-03,Voluntary,Sales,"Phoenix, AZ"
11517820,Chelsea Martin,2019-04-06,2021-07-04,Voluntary,Marketing,IL - Chicago
73882979,Eric Jones Jr.,2023-01-23,2023-10-19,Involuntary,Customer Service,"San Diego, CA"
47912263,Tiffany Nguyen,2021-06-30,2022-03-06,Voluntary,Accounting,"Chicago, Illinois"
71810949,Chad Morales,2023-04-28,,,Engineering,"Philadelphia, Pennsylvania"
17224780,Jessica Buck,2019-11-02,,,Accounting,New York (New York)
82269620,Amy Burnett,2023-10-02,2023-12-14,Involuntary,Sales,Dallas (TX)
48474538,Melissa Jackson,2021-06-06,2023-02-24,Involuntary,Engineering,AZ - Phoenix
46278608,Michael Wilson,2023-01-18,,,Accounting,San Antonio (Texas)
48678897,Russell Anderson,2019-01-19,,,Customer Service,"San Jose, CA"
59959827,Ian Harrell,2023-04-27,,,Engineering,San Jose (CA)
96808993,Cynthia Hendricks,2023-02-21,,,Sales,San Diego (California)
19588119,Victor Davis,2021-12-12,2023-12-12,Voluntary,Sales,"San Antonio, TX"
14236464,Thomas Lewis,2019-10-01,2021-09-15,Voluntary,IT,Philadelphia (Pennsylvania)
16411719,Daniel Perez,2020-01-05,2021-01-16,Voluntary,Accounting,Chicago (Illinois)
57108221,Brian Pena,2022-07-09,,,Customer Service,New York (New York)
18576834,Cory Guerrero,2023-05-01,2023-11-07,Voluntary,Customer Service,"San Jose, California"
39529439,Kylie Bailey,2022-07-15,,,Engineering,Philadelphia (PA)
17745356,Randy Jones,2021-10-08,2022-07-18,Involuntary,IT,Chicago (Illinois)
53124491,Jessica Lowery,2023-08-20,2023-10-18,Involuntary,Customer Service,New York (New York)
94857205,Ann Moore,2022-09-10,2022-11-14,Voluntary,Accounting,Philadelphia (PA)
72125825,Jennifer Wise,2019-11-22,2023-03-30,Involuntary,Marketing,"Phoenix, Arizona"
89987087,Jason Rocha,2022-12-28,2023-11-17,Involuntary,Sales,Dallas (Texas)
26445608,Nicole Gonzalez,2020-01-02,,,Accounting,"Chicago, IL"
47505460,Krista Williams,2021-08-14,2023-08-24,Voluntary,Customer Service,"New York, NY"
12510328,Amber Martin,2021-12-04,2022-09-30,Involuntary,Engineering,"Chicago, Illinois"
71210134,Samuel Henry,2022-08-07,2022-12-11,Involuntary,IT,"San Antonio, TX"
55354877,Rachel Norton,2023-12-15,2023-12-29,Voluntary,Engineering,"New York, NY"
88404248,Michele Ayala,2023-10-03,,,Customer Service,"Dallas, Texas"
13854627,Melissa Parker,2022-12-05,,,Sales,New York (New York)
48767002,Frank White,2021-02-05,,,Marketing,Philadelphia (Pennsylvania)
66756321,Angela Richards,2019-10-22,,,Engineering,"Chicago, IL"
02108266,Teresa Collins,2019-06-10,2019-07-10,Voluntary,Marketing,"San Antonio, TX"
86255362,Nicholas Ali,2019-09-11,,,Sales,"San Jose, CA"
57723011,Eddie Sanders,2022-12-17,,,IT,"Houston, TX"
72396021,David Gray,2020-04-11,2023-04-23,Voluntary,Accounting,"Phoenix, AZ"
59476002,Tanner Mitchell DDS,2023-06-11,,,IT,"San Antonio, Texas"
98910677,Robert Pittman,2022-08-29,2023-10-16,Voluntary,Customer Service,"Dallas, TX"
12775338,Jeremy Manning,2020-05-19,2022-01-12,Voluntary,Customer Service,"Phoenix, AZ"
17092409,Roger Holmes,2021-11-29,,,IT,"Philadelphia, PA"
30365725,Anne Obrien,2020-07-02,,,IT,Philadelphia (Pennsylvania)
31749356,Ashley Thomas,2019-08-19,,,Engineering,"Houston, Texas"
44039204,Samantha Robinson,2019-01-08,,,Accounting,"Houston, TX"
88128101,Michael Gibbs,2022-03-23,2022-06-18,Involuntary,Customer Service,San Antonio (Texas)
04539748,Kirk Moreno,2021-10-29,2023-08-24,Involuntary,Marketing,"Dallas, Texas"
47287719,Austin Schultz,2021-06-09,2021-11-19,Voluntary,IT,"New York, NY"
38894020,Tammy Cox,2019-04-19,2022-04-17,Involuntary,Accounting,"Chicago, Illinois"
29287524,Patricia Hernandez,2022-11-10,2023-02-18,Voluntary,Accounting,"San Diego, California"
00551618,Rhonda Simmons,2023-05-31,,,Sales,"San Jose, CA"
03326770,Monica Miller,2023-08-11,,,Marketing,"Dallas, TX"
12151135,Samuel Russell,2023-11-03,,,Customer Service,IL - Chicago
43334227,Erika Castro,2020-05-12,2021-09-16,Involuntary,Customer Service,"Dallas, Texas"
46059102,Cody Hoover,2020-06-28,,,Accounting,Texas - San Antonio
26229154,Shane Hopkins,2019-08-23,2021-02-27,Involuntary,Marketing,"Dallas, Texas"
75454147,Mr. Raymond Lawson,2020-12-14,2022-01-30,Voluntary,Sales,Houston (Texas)
03874791,Jillian Wilson,2019-05-27,,,Engineering,"Houston, Texas"
92993997,Amanda Lloyd,2020-08-06,,,Customer Service,Chicago (IL)
53825995,Joshua Brown,2022-01-17,2023-12-01,Involuntary,Accounting,New York (New York)
35784982,Jessica Reese,2023-02-27,2023-07-30,Voluntary,Customer Service,"New York, New York"
76541204,Christopher Butler,2023-06-18,2023-12-30,Involuntary,IT,"Phoenix, Arizona"
13100062,Melissa Mathews,2020-01-18,2020-11-09,Voluntary,Marketing,"Phoenix, Arizona"
24412078,Robert Carter,2021-04-21,,,Accounting,"San Diego, CA"
09066980,Sarah Williams,2020-03-31,2023-05-07,Involuntary,IT,Dallas (TX)
87131541,Jennifer Ellis,2020-07-11,,,Accounting,"San Jose, California"
53769609,Peter Thompson,2022-04-30,,,Sales,"Phoenix, AZ"
17878464,Phillip Ramirez,2023-08-06,2023-09-15,Voluntary,Engineering,Texas - Houston
64265414,Scott Lin,2021-11-18,2023-05-28,Involuntary,Customer Service,"San Antonio, TX"
57276175,Tracy Grant,2020-08-26,,,IT,Texas - San Antonio
24311644,Angel Hayes,2023-05-17,,,Sales,Los Angeles (California)
36197788,Robin Walker,2021-02-11,2023-09-08,Involuntary,Engineering,"Phoenix, AZ"
69880339,Hunter Yang,2019-06-15,,,Sales,Philadelphia (Pennsylvania)
14305905,Joshua Rice,2021-03-03,2021-06-27,Voluntary,Engineering,"New York, New York"
79854291,Brianna Aguilar,2020-06-16,,,Marketing,"San Antonio, Texas"
23978250,Michael Elliott,2023-01-29,,,Engineering,"San Jose, CA"
40576476,Gregory Rivers,2022-03-31,2023-06-14,Involuntary,Marketing,"New York, NY"
75597785,Jacob Brady,2023-09-19,,,Sales,"San Diego, California"
95997404,Earl Romero,2022-08-05,,,Engineering,"Chicago, IL"
63560290,Lisa Cervantes,2023-04-09,,,Customer Service,"Phoenix, Arizona"
19441215,Jonathon Knapp,2020-02-08,,,Customer Service,San Antonio (Texas)
48359531,Antonio Smith,2021-09-04,,,Engineering,IL - Chicago
43412848,Lauren Thompson,2021-05-09,,,IT,"Philadelphia, PA"
32642811,Michelle Mcdonald,2022-05-03,2023-03-23,Voluntary,Marketing,"Chicago, IL"
69878836,Dean Sanchez,2020-02-12,,,IT,"San Antonio, Texas"
48765905,Melissa Hughes,2023-05-16,2023-09-13,Involuntary,Customer Service,"Chicago, Illinois"
81144450,Anthony Gordon,2022-10-21,2023-01-17,Voluntary,Engineering,Phoenix (AZ)
85225344,Brian Rodriguez,2020-08-06,,,Customer Service,San Antonio (TX)
35330757,Theresa Wilson,2021-01-26,,,IT,"San Diego, California"
00648525,Mrs. Janice Fitzpatrick,2021-07-09,,,IT,New York (New York)
91980300,Brian Maldonado,2019-06-13,,,Customer Service,New York (New York)
31573536,John Baker,2019-12-11,2022-04-09,Involuntary,Accounting,Houston (Texas)
72446805,Pamela White,2021-02-16,2023-02-07,Voluntary,Accounting,CA - San Jose
97883580,Jennifer Leon,2023-04-09,,,IT,Philadelphia (Pennsylvania)
14549544,Marilyn Wang,2023-02-26,,,Customer Service,"Dallas, Texas"
27535487,Michelle Johnson,2019-08-24,2023-07-19,Voluntary,Engineering,"San Diego, California"
83002707,Edward Stanley,2019-04-15,,,Engineering,Chicago (IL)
50473289,Tom Duncan,2022-03-16,2022-12-06,Voluntary,Sales,"Dallas, TX"
01604832,Jerry Waters,2020-01-08,2023-01-14,Voluntary,Engineering,San Jose (CA)
67838743,Charles Davila,2022-12-26,,,Engineering,"Phoenix, AZ"
23366100,Steven Small,2022-06-14,,,Marketing,"Philadelphia, PA"
84790151,Andrew Anderson,2021-05-20,,,Sales,"San Jose, California"
61873692,Teresa Young,2022-01-15,2022-02-14,Involuntary,IT,"New York, New York"
31383045,John Smith,2020-07-14,,,Sales,San Jose (CA)
27763105,Melinda Cervantes,2019-02-28,2021-07-03,Voluntary,Sales,"Dallas, Texas"
35071481,Shane Smith,2021-12-13,2022-01-01,Involuntary,Marketing,"San Diego, California"
68293321,Dalton Clark,2019-11-27,2022-02-21,Involuntary,Marketing,Los Angeles (California)
45277426,Richard Rivera,2020-03-18,,,Engineering,Los Angeles (California)
48270684,Richard Howard,2022-10-14,2023-03-14,Voluntary,Engineering,Phoenix (Arizona)
86873664,Debbie Ward,2020-09-13,,,Customer Service,San Jose (CA)
83026671,Matthew Valencia,2020-11-14,,,Customer Service,Dallas (Texas)
52138658,Maria Taylor,2020-11-01,2022-07-12,Involuntary,IT,"Chicago, IL"
25471282,Lisa Campbell,2020-07-31,2022-10-25,Involuntary,Sales,"Chicago, IL"
78710264,Stacy Werner,2019-04-17,,,Customer Service,California - San Jose
21367173,Lawrence Harrington,2019-10-09,2023-01-03,Involuntary,Customer Service,Houston (Texas)
14217271,Brian Allen,2020-04-11,2023-08-17,Voluntary,Sales,"Los Angeles, California"
03527783,James Weaver,2019-01-01,,,Engineering,"Dallas, Texas"
36907429,Steven Martin,2022-06-22,2022-08-06,Involuntary,IT,"Phoenix, AZ"
32537639,Kimberly Lloyd,2019-10-26,2020-04-06,Involuntary,Engineering,"San Diego, California"
51220074,Pamela Boyd,2021-02-27,2021-07-03,Involuntary,Sales,"San Jose, California"
20858852,Charles Weaver,2019-12-10,,,Marketing,"New York, New York"
51410127,Mary Jensen,2022-03-24,,,IT,Dallas (Texas)
23851603,Dennis Coleman,2019-06-15,,,Customer Service,Chicago (IL)
90152069,Matthew Dominguez,2020-07-07,2021-05-18,Involuntary,Accounting,San Antonio (Texas)
53051355,Joshua Richardson,2019-01-20,,,IT,"San Antonio, TX"
66521097,Michael Jensen,2021-01-24,,,Engineering,"Phoenix, Arizona"
39392921,Alyssa Day,2023-02-10,2023-07-13,Involuntary,Engineering,"Houston, Texas"
98462561,John Ho,2023-06-26,2023-12-30,Involuntary,Customer Service,San Antonio (TX)
27101147,Erin Gardner,2019-01-16,2021-03-24,Involuntary,Accounting,California - Los Angeles
78268757,Nicole Moore,2021-10-14,2023-04-16,Involuntary,Customer Service,Los Angeles (California)
14912834,Dr. Linda Fleming MD,2021-12-18,2023-06-21,Voluntary,Customer Service,Chicago (IL)
50354778,Craig Daniels,2021-11-22,,,Sales,"Dallas, Texas"
02921982,Lori Martinez,2021-10-14,,,Marketing,Los Angeles (CA)
52132723,Danny Campbell,2019-07-17,,,Engineering,Philadelphia (Pennsylvania)
81717740,Andrew Potter,2021-06-06,,,Sales,San Jose (California)
48129160,Anthony Evans,2020-02-10,,,Engineering,San Diego (CA)
86984205,Shannon York,2021-03-26,2022-07-22,Voluntary,Engineering,"Dallas, TX"
98372983,Michelle Hobbs,2023-01-28,,,Marketing,Chicago (Illinois)
51100988,Rodney Perry,2023-02-23,2023-10-20,Involuntary,Sales,"Houston, TX"
48713438,Jose Jordan,2021-02-14,,,IT,Texas - Houston
51940567,Douglas Rose,2021-11-05,2022-09-10,Voluntary,IT,"Phoenix, Arizona"
83642094,Kimberly Sanchez,2021-08-17,,,Engineering,Phoenix (Arizona)
44406061,Gerald Allen,2020-12-05,2022-01-18,Voluntary,Accounting,San Jose (California)
28507330,Dawn Blevins,2020-11-24,,,Sales,"Phoenix, Arizona"
85944346,Jared Spence,2022-08-05,,,Accounting,"Philadelphia, PA"
75300577,David Jones,2022-01-20,,,Engineering,Chicago (Illinois)
27539748,Anna Chavez,2019-04-22,,,Engineering,"Dallas, Texas"
46020614,Robin Santiago,2020-05-29,2020-09-27,Involuntary,Marketing,Phoenix (AZ)
83623281,Elizabeth Brown,2021-04-08,2023-04-02,Involuntary,Sales,San Antonio (Texas)
94256398,Jeffrey Baker,2021-06-14,2021-08-28,Voluntary,Marketing,"Chicago, Illinois"
29765499,Deborah Stewart,2022-04-06,,,Sales,Texas - Houston
28270234,Jenna Larson,2022-10-23,2023-04-05,Involuntary,Engineering,"San Antonio, Texas"
97551377,Amber Smith,2020-02-27,2021-01-12,Voluntary,Sales,"Los Angeles, CA"
85899314,Sandra Aguilar,2022-08-16,2023-10-22,Voluntary,Customer Service,"Dallas, Texas"
87694241,Sandra Lyons,2019-07-10,,,Engineering,"Phoenix, Arizona"
42503833,Patrick Clark,2020-05-31,2022-08-16,Voluntary,Sales,"Phoenix, Arizona"
87011386,Erik Davis,2020-07-13,,,Accounting,"San Diego, California"
50509994,Michael Walker,2019-10-29,2021-04-11,Involuntary,IT,San Antonio (Texas)
67276833,Amanda Franklin,2020-01-17,2020-10-04,Involuntary,IT,Los Angeles (California)
58090826,Corey Roberts,2021-08-14,2022-09-27,Involuntary,IT,"Philadelphia, PA"
15750521,Paul Brown,2019-10-08,,,Sales,Texas - Houston
65847682,Andrew Johnson,2023-07-20,2023-09-01,Voluntary,Marketing,"San Antonio, Texas"
63909454,Kara Jackson,2019-11-15,,,Accounting,"San Jose, CA"
30763715,Kimberly Cantrell,2023-04-09,2023-10-05,Voluntary,Customer Service,Texas - San Antonio
68228716,James Richardson,2019-04-03,2023-07-18,Involuntary,IT,California - San Diego
99513340,Nicole Scott,2021-04-02,2021-06-14,Involuntary,Marketing,CA - Los Angeles
65697428,James Chapman,2023-05-06,2023-05-27,Voluntary,Customer Service,"San Diego, California"
20739713,Dr. Nicole Trujillo,2020-03-06,,,Sales,Dallas (Texas)
30368870,Megan Miller,2021-11-10,2022-07-29,Voluntary,Sales,San Antonio (Texas)
48762795,Daniel Stout,2022-04-01,,,Marketing,"New York, NY"
28351345,Toni Miller,2020-04-12,,,Engineering,Los Angeles (CA)
47395993,Danny Smith,2023-05-08,,,Marketing,New York (New York)
51583364,Ryan White,2022-05-23,2023-07-14,Voluntary,IT,San Diego (CA)
94171760,Amanda Smith,2021-03-28,,,Engineering,"Houston, TX"
99301795,Kevin Benson,2023-08-12,,,Sales,Los Angeles (CA)
11002323,Tara Brown,2021-01-27,2022-06-02,Involuntary,Marketing,"Dallas, Texas"
06474000,Brittany Flowers,2019-03-25,,,Engineering,"San Antonio, Texas"
13652917,James Ball,2019-01-19,2022-05-13,Involuntary,Marketing,"Chicago, IL"
35189913,Monica Atkinson,2020-07-04,2021-06-28,Voluntary,Engineering,NY - New York
97424312,Benjamin Chavez,2021-03-11,2023-03-04,Voluntary,Engineering,Phoenix (Arizona)
38199538,Ruben Benton,2021-04-11,2021-07-29,Voluntary,Sales,"Dallas, Texas"
67480449,Andrea Flores,2019-01-10,2022-03-09,Involuntary,IT,"Los Angeles, CA"
68131951,Sandra Hines,2023-01-29,,,Sales,New York (NY)
67859962,Ashley Martinez,2020-04-12,2021-10-02,Voluntary,Sales,Phoenix (AZ)
92061663,Mark Lawson,2019-10-18,2023-12-16,Voluntary,IT,"New York, NY"
45063531,Mr. Ryan Walker,2019-01-02,2019-10-19,Voluntary,Sales,"New York, New York"
45422245,Richard Smith,2019-10-28,2020-10-04,Involuntary,Accounting,"Chicago, Illinois"
73871891,Jason Herrera,2019-09-23,2020-02-28,Voluntary,Engineering,San Diego (California)
46113992,Kyle Walsh,2022-11-12,,,Marketing,"Houston, Texas"
29870721,Nancy Jones,2021-03-21,2023-01-08,Involuntary,IT,"New York, New York"
20672748,Annette Weaver,2019-07-15,2021-10-29,Voluntary,Engineering,"Los Angeles, California"
30696567,Rachel Jensen,2019-05-28,,,Accounting,"Dallas, Texas"
80117858,Erica Baker,2021-05-03,,,Marketing,"Chicago, Illinois"
71757509,William Wilson,2021-09-09,2023-10-17,Voluntary,IT,"San Diego, California"
24965359,Jasmine Chavez,2022-03-14,,,IT,"San Jose, CA"
04336090,Haley Jackson,2023-04-28,,,Customer Service,San Jose (CA)
17689264,Diane Taylor,2020-06-29,,,Engineering,"Phoenix, Arizona"
59934577,Tracey Phillips,2021-07-21,,,Accounting,"San Diego, California"
89139875,Tyler Zavala,2022-04-20,2022-12-25,Voluntary,Accounting,Chicago (IL)
99508224,Miranda Beck,2023-11-18,,,Accounting,"Houston, Texas"
98081401,Susan Baker,2023-02-02,2023-12-16,Involuntary,Accounting,TX - Dallas
78213974,Joshua Martin,2019-01-29,,,Engineering,"Houston, Texas"
50981232,Gary Salazar,2019-04-02,,,Engineering,"San Diego, California"
64985554,Robin Richardson,2023-08-30,2023-09-29,Voluntary,Marketing,"Dallas, TX"
86413558,Darrell Coleman,2021-05-07,,,Sales,"New York, NY"
89491870,Jody Phillips,2021-06-07,2023-06-16,Involuntary,Marketing,Phoenix (Arizona)
39348537,Makayla Reynolds,2021-02-20,2021-05-01,Involuntary,Accounting,"Los Angeles, California"
40618138,Jeffrey Glenn,2023-09-24,,,Engineering,"Chicago, IL"
99144827,Joshua Clark,2022-04-02,2023-10-24,Voluntary,Marketing,NY - New York
11152356,James Ray,2020-11-17,2023-04-26,Voluntary,Sales,"Dallas, Texas"
24756699,Mrs. Lisa Smith,2020-03-13,,,Marketing,"San Antonio, TX"
86884789,Marcus Fields,2019-06-23,,,Sales,Texas - Dallas
82310751,Frances Williams,2022-06-26,,,Sales,San Diego (California)
12019738,Carla Holloway,2022-05-09,2023-07-03,Voluntary,Customer Service,"Chicago, Illinois"
50576566,Mark Weber,2020-06-25,2023-03-27,Voluntary,Sales,"San Jose, CA"
09182051,Christina Robinson,2022-10-04,2022-12-28,Involuntary,Sales,"Chicago, IL"
51644448,Nathan Blanchard,2020-03-25,2021-09-21,Voluntary,Sales,Los Angeles (CA)
60269094,Matthew Williams,2022-04-06,,,Marketing,Los Angeles (CA)
41870193,Ronald Potter,2021-04-18,2022-09-08,Involuntary,Marketing,Texas - Dallas
21370472,Tiffany Barton,2022-09-05,2023-12-17,Involuntary,Accounting,"Los Angeles, CA"
67738719,Jacob David,2020-05-13,,,Engineering,California - Los Angeles
33775490,Gregory Hale,2020-07-26,2023-07-27,Involuntary,Accounting,"Los Angeles, California"
05745652,Ann Parker,2023-05-13,2023-12-12,Involuntary,Accounting,"San Antonio, Texas"
86528082,Destiny Nash,2023-06-20,2023-08-13,Voluntary,Engineering,"Dallas, Texas"
16050251,Adrian Sanchez,2020-10-04,2021-05-04,Voluntary,Customer Service,CA - Los Angeles
63187140,Joseph Russell,2020-12-25,,,Marketing,"San Diego, California"
96964770,Brandy Myers,2023-04-10,2023-04-27,Voluntary,Marketing,New York (New York)
80839557,Wesley Reyes,2021-09-08,2022-07-05,Voluntary,Customer Service,CA - San Jose
